Başlık,Fiyat,Şehir,İlçe,Mahalle,Konut Tipi,Oda Sayısı,Banyo Sayısı,Kat,Kat Sayısı,Bina Yaşı,Isınma Tipi,Eşya Durumu,Yapı Tipi,Yapının Durumu,Aidat,Depozito,Yakıt Tipi,Link,Brüt m2,Net m2,Konut Tipi Encoded,İlçe Encoded,Mahalle Encoded,Isınma Tipi Encoded,Yakıt Tipi Encoded,Yapı Tipi Encoded,Yapının Durumu Encoded,Cephe_Kuzey,Cephe_Güney,Cephe_Doğu,Cephe_Batı,Cephe_Bilinmiyor
ATAŞEHİR MODERN ARYA BLOKTA DENİZ MANZARALI KİRALIK 2+1 DAİRE,70000,0,Ataşehir,Atatürk Mah.,Daire,3,2,13.0,43.0,0,Yerden Isıtma,0,Betonarme,Sıfır,1,140000,Doğalgaz,https://www.hepsiemlak.com/istanbul-atasehir-ataturk-kiralik/daire/2137-27800,114,72,0,37048.9847715736,46682.31707317073,8,1,0,1,0,1,0,0,0
REOR DAN BEŞİKTAŞ TOPLU TAŞIMAYA YAKIN MANZARALI BALKONLU KİRALIK DAİRE,30000,0,Beşiktaş,Sinanpaşa Mah.,Daire,3,1,4.0,5.0,38,Kombi,0,Betonarme,İkinci El,2100,30000,Doğalgaz,https://www.hepsiemlak.com/istanbul-besiktas-sinanpasa-kiralik/daire/6384-2001,90,80,0,145577.30544993663,35545.454545454544,5,1,0,2,0,0,0,0,1
Ormanada'ya komşu 3+1 kiralık villa,85000,0,Sarıyer,Zekeriyaköy Mah.,Villa,4,2,1.0,3.0,10,Yerden Isıtma,0,Betonarme,İkinci El,5950,170000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sariyer-zekeriyakoy-kiralik/villa/31514-4719,150,140,3,110185.8286163522,143654.7619047619,8,1,0,2,1,1,1,1,0
Kadıköy Yıldızbakkal da yeni binada 2+1 temiz daire,48000,0,Kadıköy,Acıbadem Mah.,Daire,3,1,1.0,5.0,1,Kombi,0,Betonarme,Sıfır,300,48000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kadikoy-acibadem-kiralik/daire/57525-594,80,70,0,66851.20439560439,48535.0,5,1,0,1,0,0,0,1,0
"ALMAN KONSOLOSLUĞU ARKA SOKAĞINDA 1,5+1 TEMİZ MASRAFSIZ DAİRE",30000,0,Beyoğlu,Ömer Avni Mah.,Daire,2,1,-0.5,5.0,35,Kombi,1,Betonarme,İkinci El,2100,30000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beyoglu-omer-avni-kiralik/daire/1863-1711,75,60,0,46264.72451790634,58595.0,5,1,0,2,0,0,0,0,1
Avcılarda Yeni Binada 2+1 Kiralık Bahçe Katı Daire,18000,0,Avcılar,Cihangir Mah.,Daire,3,1,-1.0,4.0,8,Kombi,0,Betonarme,İkinci El,1260,27000,Doğalgaz,https://www.hepsiemlak.com/istanbul-avcilar-cihangir-kiralik/daire/6680-23262,90,80,0,25707.175925925927,37173.76190476191,5,1,0,2,1,0,0,0,0
4.LEVENT EMNİYETEVLERİNDE 1+1 50M2 KİRALIK DAİRE,18000,0,Kağıthane,Emniyet Evleri Mah.,Daire,2,1,1.0,5.0,35,Kombi,0,Betonarme,İkinci El,1260,18000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-emniyet-evleri-kiralik/daire/46205-1624,60,50,0,44238.3578125,93388.88888888889,5,1,0,2,0,0,0,1,0
KARİYERLİ BEKARLARA DA UYGUN FULL EŞYALI ARAKAT TEMİZ MASRAFSIZ 2+1 DAİRE,33000,0,Üsküdar,Bulgurlu Mah.,Daire,3,1,1.0,3.0,18,Kombi,1,Betonarme,İkinci El,200,40000,Doğalgaz,https://www.hepsiemlak.com/istanbul-uskudar-bulgurlu-kiralik/daire/93181-5432,70,60,0,60316.66379310345,36496.55172413793,5,1,0,2,0,0,1,0,0
YILDIZEMLAKTAN 2+1 KİRALIK DAİRE,50000,0,Beyoğlu,Pürtelaş Hasan Efendi Mah.,Daire,3,1,3.0,3.0,35,Kombi,0,Betonarme,İkinci El,300,100000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beyoglu-purtelas-hasan-efendi-kiralik/daire/41169-936,120,110,0,46264.72451790634,86583.33333333333,5,1,0,2,0,1,1,1,0
Çekmeköy Medistate Hastanesi Yakınında 2+1 Kiralık Daire,30000,0,Çekmeköy,Merkez Mah.,Daire,3,1,3.0,5.0,1,Kombi,1,Betonarme,Sıfır,250,60000,Doğalgaz,https://www.hepsiemlak.com/istanbul-cekmekoy-merkez-kiralik/daire/135098-172,62,52,0,42188.88888888889,68711.29707112971,5,1,0,1,1,0,0,0,0
KÜÇÜKÇEKMECE ATATÜRK MAH.MALLOF KARŞISI 2+1 KİRALIK DAİRE,18500,0,Küçükçekmece,Mehmet Akif Mah.,Daire,3,1,1.0,4.0,5,Kombi,0,Betonarme,İkinci El,1295,20000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kucukcekmece-mehmet-akif-kiralik/daire/20751-28760,80,75,0,23117.786516853932,37102.94117647059,5,1,0,2,0,1,0,1,0
Beştelsiz Mahallesinde 3. Kat Kiralık 2+1 Daire,13500,0,Zeytinburnu,Beştelsiz Mah.,Daire,3,1,3.0,4.0,30,Isıtma Yok,0,Betonarme,İkinci El,945,14000,Doğalgaz,https://www.hepsiemlak.com/istanbul-zeytinburnu-bestelsiz-kiralik/daire/126059-480,85,80,0,60872.105769230766,19833.333333333332,2,1,0,2,0,1,0,1,0
"Fatih,Şehremini Çapa Hast Çok Yakın 3+1 Kombili 6.Kat Daire",25000,0,Fatih,Şehremini Mah.,Daire,4,1,6.0,6.0,40,Kombi,0,Betonarme,İkinci El,1750,25000,Doğalgaz,https://www.hepsiemlak.com/istanbul-fatih-sehremini-kiralik/daire/4502-1995,120,105,0,22015.514588859416,21000.0,5,1,0,2,0,1,1,0,0
İÇİ TAMAMEN SIFIRLANMIŞ E-5 METRO DİBİ ULAŞIM SÜPER TERTEMİZ 3+1,23500,0,Pendik,Çınardere Mah.,Daire,4,1,0.5,5.0,22,Kombi,0,Betonarme,İkinci El,1645,35250,Doğalgaz,https://www.hepsiemlak.com/istanbul-pendik-cinardere-kiralik/daire/102386-2401,108,88,0,26993.649253731342,23500.0,5,1,0,2,0,1,1,1,0
"Remax Özlenen, Dekon Silva'da Kiralık 2+1 Eşyalı Bahçe Katı",41500,0,Çekmeköy,Alemdağ Mah.,Daire,3,1,-1.0,5.0,9,Merkezi,1,Betonarme,İkinci El,5346,83000,Doğalgaz,https://www.hepsiemlak.com/istanbul-cekmekoy-alemdag-kiralik/daire/3995-26612,80,61,0,42188.88888888889,35900.0,6,1,0,2,0,1,1,0,0
"EMNİYETEVLERİN'DE, METROYA 2DK, 2+1 KİRALIK DAİRE, ARTUM'DAN",32000,0,Kağıthane,Emniyet Evleri Mah.,Daire,3,1,4.0,4.0,31,Kombi,0,Betonarme,İkinci El,2240,48000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-emniyet-evleri-kiralik/daire/81240-11992,110,100,0,44238.3578125,93388.88888888889,5,1,0,2,1,1,0,0,0
ŞEMSİPAŞA MAH.MASRAFSIZ ARA KAT KİRALIK DAİRE BALKONLU,25000,0,Gaziosmanpaşa,Şemsipaşa Mah.,Daire,3,1,2.0,5.0,25,Kombi,0,Betonarme,İkinci El,1750,37500,Doğalgaz,https://www.hepsiemlak.com/istanbul-gaziosmanpasa-semsipasa-kiralik/daire/69019-484,90,80,0,28528.830769230768,25000.0,5,1,0,2,0,1,0,0,0
Bahçelievler Yayla Merkezde 1.Kat 3+1 115m2 Masrafsız Yapılı,25000,0,Bahçelievler,Siyavuşpaşa Mah.,Daire,4,1,1.0,5.0,30,Kombi,0,Betonarme,İkinci El,1750,37500,Doğalgaz,https://www.hepsiemlak.com/istanbul-bahcelievler-siyavuspasa-kiralik/daire/1114-5364,115,90,0,30662.31279620853,23921.84375,5,1,0,2,0,1,0,0,0
DMRC'DEN CEVAHİR AVM'YE KOMŞU 2+1 FULL EŞYALI DAİRE,37500,0,Şişli,Fulya Mah.,Daire,3,1,5.0,5.0,7,Kombi,1,Betonarme,İkinci El,2625,75000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-fulya-kiralik/daire/120873-343,90,83,0,59910.485869565215,64472.51648351648,5,1,0,2,0,0,0,1,0
KOYUYEŞİL`DEN ANIT DURAĞINA 250M BALKONLU KİRALIK DAİRE,16000,0,Kağıthane,Sultan Selim Mah.,Daire,4,2,3.0,5.0,28,Kombi,0,Betonarme,İkinci El,100,18000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-sultan-selim-kiralik/daire/43996-23907,110,95,0,44238.3578125,25497.297297297297,5,1,0,2,0,0,1,1,0
İKİTELLİ ATATÜRK MAHALLESİNDE KİRALIK 2+1 1.KAT,14000,0,Küçükçekmece,Atatürk Mah.,Daire,3,1,1.0,7.0,25,Kombi,0,Betonarme,İkinci El,980,30000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kucukcekmece-ataturk-kiralik/daire/87701-3252,100,95,0,23117.786516853932,46682.31707317073,5,1,0,2,0,1,0,0,0
ŞİŞLİ FERİKÖY AVUKAT CADDESİNDE 1 ODA 1 SALON KOMBİLİ GİRİŞ KAT KOMBİLİ BAHÇELİ KİRALIK DAİRE,16000,0,Şişli,Paşa Mah.,Daire,2,1,0.0,4.0,18,Kombi,0,Betonarme,İkinci El,200,16000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-pasa-kiralik/daire/47693-1589,70,65,0,59910.485869565215,25309.52380952381,5,1,0,2,0,1,0,0,0
BEŞİKTAŞ DİKİLİTAŞ KİRALIK BOŞ TEMİZ DAİRE,40000,0,Beşiktaş,Dikilitaş Mah.,Daire,4,2,1.0,5.0,25,Kombi,0,Betonarme,İkinci El,300,40000,Doğalgaz,https://www.hepsiemlak.com/istanbul-besiktas-dikilitas-kiralik/daire/35090-682,140,125,0,145577.30544993663,66601.35135135135,5,1,0,2,1,1,1,1,0
SULTANBEYLİ BATTALGAZİ MAH KİRALIK 2+1ARAKAT,18000,0,Sultanbeyli,Battalgazi Mah.,Daire,3,2,4.0,6.0,6,Kombi,0,Betonarme,İkinci El,250,18000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sultanbeyli-battalgazi-kiralik/daire/156118-3,80,70,0,24640.0,19388.88888888889,5,1,0,2,0,1,0,0,0
SAHİBİNDEN SIFIR 2+1 | GÜVENLİKLİ SİTE | KÖŞE BLOK | ÜST FERAH ARAKAT | KAP.MUTFAK | BALKON,28999,0,Tuzla,Yayla Mah.,Daire,3,1,6.0,9.0,0,Merkezi,0,Betonarme,Sıfır,2030,43498,Doğalgaz,https://www.hepsiemlak.com/istanbul-tuzla-yayla-kiralik/daire/0-44363978,77,69,0,38268.367647058825,31769.96,6,1,0,1,0,0,0,1,0
SULTANBEYLİ MERKEZE YAKIN 3+1 110m2 KİRALIK DAİRE,22000,0,Sultanbeyli,Abdurrahmangazi Mah.,Daire,4,1,0.5,4.0,25,Kombi,0,Betonarme,İkinci El,1540,22000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sultanbeyli-abdurrahmangazi-kiralik/daire/0-44364768,120,110,0,24640.0,35232.142857142855,5,1,0,2,0,0,0,0,1
Merkezi konumda balkonlu,25000,0,Fatih,Ali Kuşçu Mah.,Daire,4,1,2.0,5.0,35,Kombi,0,Betonarme,İkinci El,1750,37500,Doğalgaz,https://www.hepsiemlak.com/istanbul-fatih-ali-kuscu-kiralik/daire/147886-27,120,100,0,22015.514588859416,22500.0,5,1,0,2,0,0,0,0,1
Kapanmaz Köprü Manzaralı Tasarım 3+1 Eşyalı Yenilenmiş,80000,0,Şişli,İnönü Mah.,Daire,4,1,8.0,8.0,50,Kombi,1,Betonarme,İkinci El,5600,120000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-inonu-kiralik/daire/0-44367007,110,98,0,59910.485869565215,28136.021505376346,5,1,0,2,0,0,1,1,0
SAHİBİNDEN TASİNMAYA HAZİR 3+1,24000,0,Esenler,Fevzi Çakmak Mah.,Daire,4,1,0.5,4.0,25,Kombi,0,Betonarme,İkinci El,100,24000,Doğalgaz,https://www.hepsiemlak.com/istanbul-esenler-fevzi-cakmak-kiralik/daire/0-44357548,130,105,0,36969.80198019802,26654.310344827587,5,1,0,2,0,1,0,0,0
Sahibinden avcilarda esyali kiralik 2+1,25000,0,Avcılar,Üniversite Mah.,Daire,3,1,0.5,4.0,40,Kombi,1,Betonarme,İkinci El,200,50000,Doğalgaz,https://www.hepsiemlak.com/istanbul-avcilar-universite-kiralik/daire/0-44357255,60,55,0,25707.175925925927,16107.142857142857,5,1,0,2,1,0,0,0,0
*ÇARŞI MERKEZDE 3+1 DUBLEKS SIFIR DAİRE*,25500,0,Silivri,Piri Mehmet Paşa Mah.,Daire,4,1,5.0,5.0,3,Kombi,0,Betonarme,Sıfır,1785,25500,Doğalgaz,https://www.hepsiemlak.com/istanbul-silivri-piri-mehmet-pasa-kiralik/daire/141015-141,140,130,0,32255.31914893617,18350.0,5,1,0,1,0,1,0,0,0
"SAHİBİNDEN, 8. KAT, SIFIR, 3+1",29000,0,Pendik,Fatih Mah.,Daire,4,2,8.0,10.0,0,Merkezi,0,Betonarme,Sıfır,2030,30000,Doğalgaz,https://www.hepsiemlak.com/istanbul-pendik-fatih-kiralik/daire/0-44341274,106,93,0,26993.649253731342,22742.25352112676,6,1,0,1,0,0,0,0,1
Ortabayır caddede 2+1 metro yanı,30000,0,Kağıthane,Ortabayır Mah.,Daire,3,1,4.0,6.0,25,Kombi,0,Betonarme,İkinci El,2100,45000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-ortabayir-kiralik/daire/18496-3011,110,95,0,44238.3578125,29739.130434782608,5,1,0,2,0,0,0,0,1
Sahibinden Eşyalı Masrafsız Hemen oturmaya hazır3+1 daire,60000,0,Bakırköy,Ataköy 7-8-9-10. Kısım Mah.,Daire,4,1,14.0,14.0,30,Merkezi,1,Betonarme,İkinci El,4200,90000,Doğalgaz,https://www.hepsiemlak.com/istanbul-bakirkoy-atakoy-7-8-9-10-kisim-kiralik/daire/0-44334289,127,118,0,157770.20547945207,52590.90909090909,6,1,0,2,0,0,0,0,1
AVCILARDA KİRALIK EŞYALI DAİRE. 2+1,20000,0,Avcılar,Cihangir Mah.,Daire,3,1,1.0,4.0,28,Kombi,1,Betonarme,İkinci El,100,35000,Doğalgaz,https://www.hepsiemlak.com/istanbul-avcilar-cihangir-kiralik/daire/138311-98,80,75,0,25707.175925925927,37173.76190476191,5,1,0,2,0,0,0,0,1
YAHYA KEMAL ANA CAD. PARALEL 80M2 2+1 KISMİ EŞYALI DUBLEX DAİRE,25000,0,Kağıthane,Yahya Kemal Mah.,Daire,3,2,3.0,3.0,8,Kombi,1,Betonarme,İkinci El,1750,25000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-yahya-kemal-kiralik/daire/114831-33,95,80,0,44238.3578125,19759.25925925926,5,1,0,2,0,0,0,0,1
K.KARABEKİR MH.2+1 95m2 KAT 4 KİRALIK DAİRE FORUM GAYRİMENKUL,18000,0,Esenler,Kazım Karabekir Mah.,Daire,3,1,4.0,5.0,18,Kombi,0,Betonarme,İkinci El,100,18000,Doğalgaz,https://www.hepsiemlak.com/istanbul-esenler-kazim-karabekir-kiralik/daire/142978-53,100,95,0,36969.80198019802,17000.0,5,1,0,2,0,0,0,0,1
DEVLET HASTANESİ KARŞISINDA 1+1 BAHÇELİ 0 KİRALIK DAİRE,10000,0,Esenyurt,Pınar Mah.,Daire,2,1,-1.0,4.0,0,Kombi,0,Betonarme,Sıfır,700,10000,Doğalgaz,https://www.hepsiemlak.com/istanbul-esenyurt-pinar-kiralik/daire/147432-458,70,60,0,20686.823529411766,79477.27272727272,5,1,0,1,0,1,0,0,0
ÇAKMAK DURAĞI YAKINI KİRALIK 90 M2 ARAKAT MASRAFSIZ DAİRE,15500,0,Bahçelievler,Zafer Mah.,Daire,3,1,1.0,5.0,25,Soba,0,Betonarme,İkinci El,200,23250,Doğalgaz,https://www.hepsiemlak.com/istanbul-bahcelievler-zafer-kiralik/daire/115810-510,90,85,0,30662.31279620853,15750.0,7,1,0,2,0,1,0,0,0
Maltepe Zümrütevler de 2+1 yeni bina 4 kat asansörlü açık otoparklı ayrık nizam ankastre setli balkn,24500,0,Maltepe,Zümrütevler Mah.,Daire,3,1,4.0,4.0,3,Kombi,0,Betonarme,İkinci El,250,24000,Doğalgaz,https://www.hepsiemlak.com/istanbul-maltepe-zumrutevler-kiralik/daire/46589-3449,85,80,0,36607.416267942586,30833.333333333332,5,1,0,2,0,1,1,1,0
SİLİVRİ KINALI DA MÜSTAKİL VİLLA SEZONLUK,70000,0,Silivri,Sancaktepe Mah.,Villa,5,2,1.0,2.0,30,Kombi,1,Betonarme,İkinci El,4900,105000,Doğalgaz,https://www.hepsiemlak.com/istanbul-silivri-sancaktepe-kiralik/villa/0-44303509,120,100,3,32255.31914893617,46666.666666666664,5,1,0,2,0,0,0,0,1
Sahibinden 3+1 kiralık daire,17000,0,Küçükçekmece,Kanarya Mah.,Daire,4,1,3.0,3.0,30,Kombi,0,Betonarme,İkinci El,150,18000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kucukcekmece-kanarya-kiralik/daire/0-44291156,120,110,0,23117.786516853932,14750.0,5,1,0,2,0,0,0,0,1
KAYIŞDAĞI MAHALLESİ 1+1 YÜKSEK GİRİŞ 55M,25000,0,Ataşehir,Kayışdağı Mah.,Daire,2,1,0.5,4.0,10,Kombi,0,Betonarme,İkinci El,1750,25000,Doğalgaz,https://www.hepsiemlak.com/istanbul-atasehir-kayisdagi-kiralik/daire/146946-35,60,55,0,37048.9847715736,25225.8064516129,5,1,0,2,0,0,0,0,1
PANORAMA'DAN METRO YÜRÜME MESAFESİNDE YENİ BİNADA 2+1 KİRALIK,21000,0,Ümraniye,İstiklal Mah.,Daire,3,1,-1.0,5.0,10,Kombi,0,Betonarme,İkinci El,200,21000,Doğalgaz,https://www.hepsiemlak.com/istanbul-umraniye-istiklal-kiralik/daire/96635-268,75,65,0,33681.29770992367,36590.90909090909,5,1,0,2,1,1,1,0,0
Sahibinden dublex,24000,0,Eyüpsultan,Esentepe Mah.,Daire,4,2,22.0,6.0,12,Soba,0,Betonarme,İkinci El,1680,36000,Doğalgaz,https://www.hepsiemlak.com/istanbul-eyupsultan-esentepe-kiralik/daire/0-44287753,120,110,0,65489.622641509435,103013.15789473684,7,1,0,2,0,0,0,0,1
UYGAR EMLAKTAN HÜRRİYET MAH DE 2+1 DAİRE,20000,0,Bahçelievler,Hürriyet Mah.,Daire,3,1,0.5,5.0,28,Kombi,0,Betonarme,İkinci El,1400,25000,Doğalgaz,https://www.hepsiemlak.com/istanbul-bahcelievler-hurriyet-kiralik/daire/151234-107,110,100,0,30662.31279620853,25219.23076923077,5,1,0,2,0,0,0,0,1
REAL GOLDEN KEYden 5.KAT. İÇİ YENİLENEN MANZARALI TEMİZ DAİRE,28000,0,Şişli,Halide Edip Adıvar Mah.,Daire,3,1,5.0,6.0,25,Kombi,0,Betonarme,İkinci El,150,28000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-halide-edip-adivar-kiralik/daire/125271-168,119,110,0,59910.485869565215,29903.846153846152,5,1,0,2,0,0,0,0,1
SAHİBİNDEN MOBİLYALI KIZ ÖĞRENCİYE ŞİRİN KİRALIK DAİRE,20000,0,Fatih,Zeyrek Mah.,Daire,3,1,1.0,4.0,30,Kombi,1,Betonarme,İkinci El,1400,30000,Doğalgaz,https://www.hepsiemlak.com/istanbul-fatih-zeyrek-kiralik/daire/0-44283054,70,60,0,22015.514588859416,22650.0,5,1,0,2,0,1,0,0,0
METRO VE METROBÜSE 10 DK YÜRÜME MESAFESİNDE EMAAR AVM 5DK MESAFEDE 2+1 SIFIR LÜKS DAİRE,26500,0,Üsküdar,Ünalan Mah.,Daire,3,1,0.5,3.0,0,Kombi,0,Betonarme,Sıfır,200,26500,Doğalgaz,https://www.hepsiemlak.com/istanbul-uskudar-unalan-kiralik/daire/0-44274965,75,70,0,60316.66379310345,84333.33333333333,5,1,0,1,0,0,1,0,0
OZAN'dan AVCILAR SİTELERDE SİTE İÇERİSİNDE DENİZ MANZARALI DAİRE,17500,0,Avcılar,Ambarlı Mah.,Daire,3,1,3.0,3.0,32,Kombi,0,Betonarme,İkinci El,1225,17500,Doğalgaz,https://www.hepsiemlak.com/istanbul-avcilar-ambarli-kiralik/daire/121945-401,85,75,0,25707.175925925927,17525.0,5,1,0,2,0,1,0,0,0
GÖKTEPE EMLAK'TAN ÜMRANİYE-ATAKENT MAH. 3+1 KİRALIK DAİRE,19000,0,Ümraniye,Atakent Mah.,Daire,4,1,7.0,7.0,25,Kombi,0,Betonarme,İkinci El,1330,22000,Doğalgaz,https://www.hepsiemlak.com/istanbul-umraniye-atakent-kiralik/daire/152727-15,110,100,0,33681.29770992367,33794.8717948718,5,1,0,2,0,1,1,1,0
TEM AVRUPA KONUTLARI 3+1 SAHİBİNDEN KİRALIK DAİRE,72500,0,Gaziosmanpaşa,Karayolları Mah.,Daire,4,2,1.0,13.0,15,Kombi,0,Betonarme,İkinci El,5075,108750,Doğalgaz,https://www.hepsiemlak.com/istanbul-gaziosmanpasa-karayollari-kiralik/daire/0-44274348,138,110,0,28528.830769230768,41138.77777777778,5,1,0,2,0,0,0,0,1
TOPRAK İNŞAAT & EMLAK'TAN MARMARAYA 2 DAKİKA YÜRÜME MESAFESİNDE YENİ TADİLATLI,22000,0,Zeytinburnu,Yenidoğan Mah.,Daire,3,1,4.0,4.0,23,Kombi,0,Betonarme,İkinci El,1540,33000,Doğalgaz,https://www.hepsiemlak.com/istanbul-zeytinburnu-yenidogan-kiralik/daire/129140-578,95,80,0,60872.105769230766,23266.666666666668,5,1,0,2,0,0,0,0,1
GÜNGÖREN GÜVEN MAH DE GENIŞ TERASLI OTOPARKLI BAKIMLI 4+2 KİRALIK DUBLEKS,37000,0,Güngören,Güven Mah.,Daire,6,2,5.0,5.0,40,Kombi,0,Betonarme,İkinci El,2590,55500,Doğalgaz,https://www.hepsiemlak.com/istanbul-gungoren-guven-kiralik/daire/69206-171,220,200,0,109940.78947368421,21250.0,5,1,0,2,0,0,0,0,1
GÖKTÜRK'TE SAHİBİNDEN KONUMDA EŞYALI KİRALIK 2+1 DAİRE,43000,0,Eyüpsultan,Göktürk Merkez Mah.,Daire,3,1,3.0,4.0,15,Kombi,1,Betonarme,İkinci El,300,70000,Doğalgaz,https://www.hepsiemlak.com/istanbul-eyupsultan-gokturk-merkez-kiralik/daire/0-44267747,110,95,0,65489.622641509435,124123.07692307692,5,1,0,2,0,0,0,0,1
ARNAVUTKÖY BOLLUCA MAVİGÖL MAHALLESİNDE EŞYALI KİRALIK 1+1 DAİRE,21000,0,Arnavutköy,Mavigöl Mah.,Daire,2,1,0.5,4.0,6,Yerden Isıtma,1,Betonarme,İkinci El,1470,31500,Doğalgaz,https://www.hepsiemlak.com/istanbul-arnavutkoy-mavigol-kiralik/daire/152800-35,80,70,0,32852.5,32500.0,8,1,0,2,0,1,0,0,0
BEYLİKDÜZÜ KAVAKLI MARİNA MEVKİİ İLÇE EMNİYETE YAKIN 2+1 85 M2 KİRALIK DAİRE,18000,0,Beylikdüzü,Kavaklı Mah.,Daire,3,1,0.5,4.0,5,Kombi,0,Betonarme,İkinci El,1260,27000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beylikduzu-kavakli-kiralik/daire/101063-853,85,80,0,40480.59071729958,27793.103448275862,5,1,0,2,0,0,0,0,1
JOY EMLAKTAN CUMHURİYET MAH. İSKİ CİVARI 2+1 ULTRA GENİŞ BAHÇE ÇIKIŞI MEVCUT KİRALIK DAİRE,15000,0,Küçükçekmece,Cumhuriyet Mah.,Daire,3,1,-1.0,6.0,25,Kombi,0,Betonarme,İkinci El,100,15000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kucukcekmece-cumhuriyet-kiralik/daire/133205-268,90,80,0,23117.786516853932,38040.54054054054,5,1,0,2,0,0,0,0,1
ESENYURT SAADETDERE MAH KİRALIK BAHÇE KATI 2+1,13000,0,Esenyurt,Saadetdere Mah.,Daire,3,1,-1.0,6.0,5,Kombi,0,Betonarme,İkinci El,100,13000,Doğalgaz,https://www.hepsiemlak.com/istanbul-esenyurt-saadetdere-kiralik/daire/147382-46,105,100,0,20686.823529411766,13550.0,5,1,0,2,0,0,0,0,1
LEVENT METROYA 5'DK ELEXİA REZİDANSTA KİRALIK EŞYALI 1+1 DAİRE,50000,0,Kağıthane,Ortabayır Mah.,Residence,2,1,11.0,14.0,2,Yerden Isıtma,0,Betonarme,İkinci El,3500,75000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-ortabayir-kiralik/residence/138067-166,69,40,2,44238.3578125,29739.130434782608,8,1,0,2,0,0,0,0,1
"Medipol, Kadınlar Pazarı, Kadir Has Yakını , 3+1 EŞYALI DAİRE",36000,0,Fatih,Zeyrek Mah.,Daire,4,1,3.0,4.0,46,Kombi,1,Betonarme,İkinci El,200,80000,Doğalgaz,https://www.hepsiemlak.com/istanbul-fatih-zeyrek-kiralik/daire/0-44241373,140,135,0,22015.514588859416,22650.0,5,1,0,2,1,1,0,0,0
ACIBADEM KENTSEL DÖNÜŞÜME GİRMİŞ SİTEDE 1 SENELİK 3+1 METROBÜSE YAKIN,20000,0,Kadıköy,Acıbadem Mah.,Daire,4,1,1.0,5.0,40,Merkezi,0,Betonarme,İkinci El,1400,30000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kadikoy-acibadem-kiralik/daire/27359-1606,130,100,0,66851.20439560439,48535.0,6,1,0,2,0,1,0,0,0
müstakil 1+1sahibinden kiralık daire,12500,0,Kağıthane,Yahya Kemal Mah.,Diğer,2,1,1.0,1.0,28,Kombi,0,Betonarme,İkinci El,10,12500,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-yahya-kemal-kiralik/mustakil-ev/0-44237344,65,60,1,44238.3578125,19759.25925925926,5,1,0,2,1,0,0,0,0
BEYOĞLU BADEMLİKTE HALİÇ MANZARALI 1+1 EŞYALI KİRALIK DAİRE,15000,0,Beyoğlu,Sütlüce Mah.,Daire,2,1,3.0,4.0,19,Kombi,1,Betonarme,İkinci El,50,20000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beyoglu-sutluce-kiralik/daire/0-44236008,40,35,0,46264.72451790634,29250.0,5,1,0,2,0,1,1,1,0
KAPALI OTOPARKLI YENİ BİNA 3+1 GENİŞ DAİRE,18500,0,Esenyurt,Çınar Mah.,Daire,4,1,0.5,5.0,6,Kombi,0,Betonarme,Sıfır,150,27750,Doğalgaz,https://www.hepsiemlak.com/istanbul-esenyurt-cinar-kiralik/daire/0-44232555,145,135,0,20686.823529411766,33362.903225806454,5,1,0,1,0,1,0,0,0
SAMATYADA SAHİLDE KISMİ DENİZ MANZARALI UYGUN DAİRE (AÇIKLAMAYI OKUMADAN ARAMA),12500,0,Fatih,Koca Mustafapaşa Mah.,Daire,2,1,3.0,5.0,40,Kombi,0,Diğer,İkinci El,875,12500,Doğalgaz,https://www.hepsiemlak.com/istanbul-fatih-koca-mustafapasa-kiralik/daire/0-44218870,45,40,0,22015.514588859416,19073.170731707316,5,1,1,2,1,1,0,0,0
